"Field1","Field2","Field3","Field4","Field5","Field6","Field7","Field8","Field9","Field10","Field11","Field12","Field13","Field14","Field15","Field16","Field17","Field18","Field19","Field20","Field21","Field22","Field23","Field24","Field25","Field26","Field27","Field28","Field29","Field30","Field31","Field32","Field33","Field34","Field35","Field36","Field37","Field38","Field39","Field40","Field41","Field42","Field43","Field44","Field45","Field46","Field47","Field48","Field49","Field50","Field51","Field52","Field53","Field54"
"2012","雙溪區","414","...","...","7","0","38","...","14","5","2","139","1","0","0","196","12","0","422","...","...","5","0","48","...","9","2","7","115","1","0","0","235","0","0","52","52","71","29","42","7.47","153","97","56","16.09","-8.6199999999999992","49","49.84","-0.84","35","3.68","18","1.89"
"2012","貢寮區","398","...","...","12","0","30","...","12","3","12","114","0","0","0","199","16","0","495","...","...","8","0","65","...","20","2","16","160","0","0","0","224","0","0","76","76","115","54","61","8.5299999999999994","144","90","54","10.69","-2.15","35.18","42.37","-7.2","44","3.27","29","2.15"
"2012","金山區","755","...","...","12","0","119","...","30","11","16","211","4","0","0","333","19","0","763","...","...","22","0","161","...","20","8","14","227","7","0","0","304","0","0","454","454","214","107","107","9.5299999999999994","167","95","72","7.43","2.09","53.81","54.17","-0.36","112","4.99","47","2.09"
"2012","萬里區","1210","...","...","29","0","192","...","12","11","13","546","5","0","0","369","33","0","1026","...","...","33","0","138","...","25","9","23","490","2","0","0","302","4","0","248","248","245","128","117","10.98","204","125","79","9.14","1.84","65.33","57.09","8.25","104","4.66","59","2.64"
"2012","烏來區","311","...","...","7","0","32","...","4","0","3","61","0","0","0","199","5","0","292","...","...","10","0","34","...","3","0","3","56","1","0","0","185","0","0","61","61","79","41","38","13.28","50","34","16","8.4","4.87","62.51","59.32","3.19","41","6.89","18","3.02"
"2013","新北市","189389","84962","104427","8499","0","48074","...","4640","2929","4319","37962","915","0","0","77297","4741","13","188934","87299","101635","9788","0","45867","...","5142","2725","3696","41259","3058","0","0","77287","59","53","112942","112942","35915","18636","17279","9.1","20746","12846","7900","5.26","3.84","76.599999999999994","76.48","0.12","28063","7.11","10146","2.57"
"2013","板橋區","21424","9484","11940","919","0","4446","...","602","439","589","4477","103","0","0","9333","516","0","24293","11270","13023","1061","0","5243","...","724","416","526","5011","272","0","0","11027","9","4","17026","17026","5123","2603","2520","9.19","2774","1716","1058","4.9800000000000004","4.22","69.010000000000005","74.16","-5.15","4071","7.31","1336","2.4"
"2013","三重區","16108","7179","8929","528","0","5271","...","412","299","406","3110","71","0","0","5589","422","0","17534","8069","9465","670","0","5522","...","468","219","318","3361","207","0","0","6752","4","13","12560","12560","3460","1824","1636","8.8699999999999992","2311","1391","920","5.93","2.95","73.52","77.17","-3.66","2831","7.26","1000","2.56"
"2013","中和區","20411","9086","11325","1377","0","4190","...","453","282","457","3199","171","0","0","9631","646","5","22746","10578","12168","1707","0","4777","...","570","309","364","3685","662","0","0","10655","10","7","9394","9394","3779","1957","1822","9.08","2201","1366","835","5.29","3.79","71.63","77.239999999999995","-5.61","3148","7.57","1060","2.5499999999999998"
"2013","永和區","11712","5175","6537","986","0","2940","...","266","158","262","1510","99","0","0","5184","305","2","13932","6436","7496","1142","0","3208","...","365","159","251","1804","361","0","0","6632","9","1","4530","4530","1735","903","832","7.55","1221","738","483","5.31","2.2400000000000002","70.64","80.3","-9.66","1503","6.54","499","2.17"
"2013","新莊區","16601","7463","9138","554","0","2669","...","474","305","423","4226","63","0","0","7436","451","0","16182","7399","8783","580","0","2748","...","479","314","365","4797","268","0","0","6623","3","5","15008","15008","3999","2117","1882","9.7899999999999991","1670","1064","606","4.09","5.7","77.400000000000006","76.37","1.03","2973","7.28","1050","2.57"
"2013","新店區","15844","7128","8716","1313","0","6203","...","427","179","356","2200","85","0","0","4637","443","1","15031","7037","7994","1463","0","5715","...","440","217","340","2407","267","0","0","4174","7","1","9032","9032","2316","1182","1134","7.76","1749","1039","710","5.86","1.9","83.39","80.66","2.73","2040","6.84","754","2.5299999999999998"
"2013","樹林區","9199","4120","5079","303","0","1046","...","199","124","146","2047","27","0","0","5013","293","1","8882","4051","4831","281","0","1014","...","209","111","150","2445","114","0","0","4554","1","3","4747","4747","1895","1012","883","10.37","817","508","309","4.47","5.9","76.33","74.59","1.73","1310","7.17","509","2.79"
"2013","鶯歌區","3822","1679","2143","97","0","285","...","68","49","65","1808","16","0","0","1327","107","0","4033","1848","2185","107","0","314","...","99","43","71","2216","87","0","0","1095","0","1","2426","2426","983","496","487","11.11","471","301","170","5.32","5.79","70.61","72.989999999999995","-2.38","654","7.39","248","2.8"
"2013","三峽區","6682","3031","3651","163","0","997","...","153","98","135","1256","30","0","0","3716","134","0","4871","2186","2685","192","0","607","...","143","89","98","1363","59","0","0","2316","2","2","3949","3949","1080","561","519","9.92","675","433","242","6.2","3.72","97.62","80.989999999999995","16.63","762","7","328","3.01"
"2013","淡水區","10928","4949","5979","560","0","4741","...","310","202","299","1528","20","0","0","3081","186","1","6912","3126","3786","566","0","2935","...","213","122","194","1000","67","0","0","1811","1","3","6152","6152","1343","695","648","8.7799999999999994","805","507","298","5.26","3.52","111.66","85.41","26.25","1121","7.33","381","2.4900000000000002"
"2013","汐止區","11661","5241","6420","449","0","6188","...","263","166","270","2334","38","0","0","1735","216","2","10772","5133","5639","538","0","5199","...","295","146","230","2447","99","0","0","1811","1","6","5861","5861","1690","865","825","8.74","1055","631","424","5.45","3.28","90.58","85.99","4.5999999999999996","1422","7.35","564","2.92"
"2013","瑞芳區","1529","698","831","24","0","136","...","39","11","25","925","4","0","0","330","35","0","1581","751","830","37","0","217","...","38","17","13","865","17","0","0","377","0","0","511","511","337","174","163","8.11","412","237","175","9.91","-1.8","49.09","50.34","-1.25","261","6.28","94","2.2599999999999998"
"2013","土城區","9972","4509","5463","378","0","1284","...","268","135","245","2010","81","0","0","5308","262","1","11452","5441","6011","455","0","1636","...","310","175","260","2642","251","0","0","5718","3","2","6823","6823","2137","1106","1031","8.92","1116","708","408","4.66","4.26","70.13","76.31","-6.18","1721","7.19","679","2.84"
"2013","蘆洲區","8553","3783","4770","192","0","2269","...","176","126","177","1393","30","0","0","4015","175","0","9643","4341","5302","249","0","2337","...","241","127","150","1790","102","0","0","4642","4","1","5751","5751","1838","951","887","9.2100000000000009","812","507","305","4.07","5.14","71.709999999999994","77.180000000000007","-5.46","1443","7.23","521","2.61"
"2013","五股區","4142","1888","2254","94","0","645","...","66","39","68","709","17","0","0","2393","111","0","3969","1828","2141","124","0","679","...","111","48","72","777","58","0","0","2100","0","0","1477","1477","774","416","358","9.5","428","269","159","5.25","4.25","68.959999999999994","66.83","2.12","548","6.73","231","2.83"
"2013","泰山區","3756","1691","2065","81","0","474","...","88","68","77","708","22","0","0","2145","93","0","3908","1778","2130","112","0","544","...","117","64","59","908","49","0","0","2054","0","1","1661","1661","788","388","400","10.130000000000001","314","206","108","4.04","6.09","69.650000000000006","71.599999999999994","-1.95","568","7.3","204","2.62"
"2013","林口區","8323","3864","4459","277","0","2137","...","208","160","215","2681","22","0","0","2497","126","0","4834","2199","2635","244","0","1082","...","149","79","109","1899","47","0","0","1221","3","1","4033","4033","1108","570","538","12.04","375","240","135","4.08","7.97","134.31","96.38","37.93","698","7.59","262","2.85"
"2013","深坑區","1258","566","692","38","0","591","...","22","7","24","158","1","0","0","387","30","0","1235","565","670","72","0","545","...","35","6","14","189","15","0","0","358","1","0","379","379","167","90","77","7.08","137","88","49","5.81","1.27","69.38","68.400000000000006","0.97","148","6.27","51","2.16"
"2013","石碇區","335","170","165","7","0","83","...","6","4","3","28","1","0","0","196","7","0","353","175","178","8","0","99","...","2","4","4","41","0","0","0","195","0","0","15","15","52","26","26","6.61","81","53","28","10.29","-3.68","44.46","46.75","-2.29","26","3.3","14","1.78"
"2013","坪林區","257","137","120","5","0","65","...","1","3","1","30","0","0","0","149","3","0","253","113","140","3","0","61","...","5","5","2","32","3","0","0","142","0","0","20","20","53","29","24","8.19","80","42","38","12.36","-4.17","42.8","42.18","0.62","23","3.55","9","1.39"
"2013","三芝區","1155","514","641","39","0","236","...","23","18","12","117","2","0","0","681","27","0","1154","476","678","44","0","211","...","19","8","22","141","6","0","0","703","0","0","194","194","165","83","82","7.03","162","111","51","6.9","0.13","57.5","57.45","0.04","105","4.4800000000000004","55","2.34"
"2013","石門區","540","250","290","3","0","50","...","3","2","3","65","2","0","0","400","12","0","547","274","273","9","0","64","...","9","1","7","70","4","0","0","383","0","0","44","44","107","58","49","8.36","104","71","33","8.1300000000000008","0.23","45.64","46.19","-0.55000000000000004","64","5","20","1.56"
"2013","八里區","2153","988","1165","50","0","744","...","46","23","31","307","6","0","0","896","50","0","1819","828","991","57","0","653","...","33","20","25","286","22","0","0","722","1","0","706","706","347","186","161","9.65","201","119","82","5.59","4.0599999999999996","79.5","70.209999999999994","9.2899999999999991","226","6.28","97","2.7"
"2013","平溪區","196","86","110","1","0","31","...","4","2","1","55","0","0","0","96","6","0","267","129","138","8","0","47","...","7","1","4","58","1","0","0","141","0","0","23","23","28","16","12","5.54","64","38","26","12.66","-7.12","43.32","57.36","-14.04","12","2.37","13","2.57"
"2013","雙溪區","425","189","236","7","0","51","...","11","2","2","126","1","0","0","217","8","0","409","182","227","8","0","54","...","7","0","6","132","1","0","0","200","0","1","52","52","61","33","28","6.46","130","77","53","13.77","-7.31","50.54","48.84","1.7","38","4.03","13","1.38"
"2013","貢寮區","371","163","208","5","0","39","...","8","4","5","121","1","0","0","166","22","0","402","192","210","5","0","68","...","14","5","9","129","2","0","0","169","0","1","85","85","76","42","34","5.69","151","97","54","11.3","-5.61","34.130000000000003","36.450000000000003","-2.3199999999999998","53","3.97","21","1.57"
"2013","金山區","612","269","343","9","0","108","...","13","11","4","208","1","0","0","242","16","0","750","353","397","13","0","127","...","15","9","23","223","6","0","0","334","0","0","268","268","197","113","84","8.7799999999999994","153","100","53","6.82","1.96","39.22","45.37","-6.15","111","4.95","53","2.36"
"2013","萬里區","1116","532","584","31","0","112","...","27","13","12","565","0","0","0","321","35","0","906","418","488","24","0","125","...","22","10","6","481","8","0","0","230","0","0","147","147","205","110","95","9.1","226","155","71","10.029999999999999","-0.93","56.07","46.75","9.32","131","5.82","62","2.75"
"2013","烏來區","304","130","174","9","0","43","...","4","0","6","61","1","0","0","176","4","0","264","123","141","9","0","36","...","3","1","4","60","3","0","0","148","0","0","68","68","72","30","42","11.99","51","34","17","8.49","3.5","61.94","55.28","6.66","52","8.66","18","3"
"2014","新北市","180758","80792","99966","8481","0","46063","...","4525","2566","4116","35894","975","5","0","73968","3999","166","185538","85614","99924","9138","0","44168","...","5113","2624","3795","43798","2734","1","0","73968","53","146","117440","117440","38604","19919","18685","9.75","21935","13418","8517","5.54","4.21","75.290000000000006","76.489999999999995","-1.21","27813","7.02","9851","2.4900000000000002"
"2014","板橋區","20391","8923","11468","946","0","4474","...","612","359","558","4286","115","0","0","8524","505","12","24185","11109","13076","1110","0","4962","...","750","370","525","5613","276","0","0","10550","14","15","17356","17356","5663","2887","2776","10.18","2875","1788","1087","5.17","5.01","67.84","74.66","-6.82","3990","7.17","1298","2.33"
"2014","三重區","15418","6772","8646","615","0","4784","...","374","248","324","3002","46","0","0","5661","352","12","17349","7944","9405","621","0","5274","...","457","241","342","3539","177","0","0","6673","5","20","13155","13155","3719","1876","1843","9.5500000000000007","2276","1421","855","5.84","3.7","73.349999999999994","78.3","-4.96","2791","7.16","1005","2.58"
"2014","中和區","19564","8723","10841","1258","0","4056","...","455","273","403","2945","193","1","0","9446","521","13","21649","10070","11579","1495","0","4598","...","585","299","413","3906","599","1","0","9736","3","14","10077","10077","3978","2109","1869","9.57","2409","1480","929","5.8","3.78","71.34","76.36","-5.0199999999999996","3115","7.5","982","2.36"
"2014","永和區","11209","4975","6234","953","0","2758","...","255","148","262","1454","100","0","0","4964","282","33","13419","6128","7291","1051","0","3228","...","370","144","257","1838","232","0","0","6275","5","19","4809","4809","1826","935","891","8","1411","831","580","6.18","1.82","70.2","79.89","-9.69","1511","6.62","542","2.38"
"2014","新莊區","15904","7013","8891","516","0","2765","...","452","277","418","3991","68","1","0","7001","396","19","16625","7673","8952","552","0","2886","...","492","342","395","5171","264","0","0","6503","3","17","15289","15289","4381","2250","2131","10.67","1709","1079","630","4.16","6.51","75.94","77.7","-1.76","3028","7.37","998","2.4300000000000002"
"2014","新店區","15139","6893","8246","1394","0","6177","...","414","188","363","2112","105","0","0","3997","360","29","14914","7003","7911","1392","0","5557","...","477","187","322","2536","236","0","0","4196","2","9","9535","9535","2361","1234","1127","7.89","1873","1125","748","6.26","1.63","82.42","81.67","0.75","2066","6.9","754","2.52"
"2014","樹林區","8397","3784","4613","281","0","973","...","179","99","158","1878","34","0","0","4594","198","3","8699","3971","4728","280","0","917","...","209","117","151","2498","100","0","0","4420","2","5","4484","4484","2012","1061","951","10.95","950","585","365","5.17","5.78","70.09","71.73","-1.64","1322","7.19","455","2.48"
"2014","鶯歌區","3711","1588","2123","74","0","280","...","85","54","72","1714","21","0","0","1328","81","2","3864","1756","2108","89","0","329","...","81","64","80","2142","83","0","0","990","1","5","2714","2714","1067","554","513","12.01","476","289","187","5.36","6.65","72.31","74.03","-1.72","637","7.17","250","2.81"
"2014","三峽區","5910","2703","3207","165","0","862","...","130","103","138","1236","36","0","0","3120","117","3","4777","2205","2572","157","0","625","...","108","77","116","1477","61","0","0","2154","0","2","3807","3807","1156","600","556","10.43","711","453","258","6.42","4.0199999999999996","87.7","77.47","10.23","731","6.6","305","2.75"
"2014","淡水區","10137","4575","5562","562","0","4299","...","277","166","292","1459","26","0","0","2874","175","7","6977","3135","3842","517","0","2949","...","177","89","175","1158","65","0","0","1836","3","8","6337","6337","1383","714","669","8.8000000000000007","831","483","348","5.29","3.51","104.87","84.75","20.11","1039","6.61","386","2.46"
"2014","汐止區","10511","4751","5760","451","0","5641","...","255","96","251","2017","38","0","0","1576","176","10","10332","4795","5537","495","0","4784","...","318","136","236","2475","107","0","0","1772","0","9","6077","6077","1807","925","882","9.2799999999999994","1046","631","415","5.37","3.91","85.21","84.29","0.92","1468","7.54","554","2.85"
"2014","瑞芳區","1554","731","823","30","0","156","...","36","7","27","843","8","0","0","406","41","0","1681","807","874","42","0","215","...","47","10","14","930","24","0","0","399","0","0","717","717","384","194","190","9.27","432","259","173","10.43","-1.1599999999999999","54.85","57.92","-3.07","233","5.63","81","1.96"
"2014","土城區","9767","4454","5313","345","0","1333","...","250","148","244","1977","74","1","0","5149","238","8","10996","5184","5812","399","0","1622","...","289","161","229","2857","228","0","0","5201","6","4","6701","6701","2407","1237","1170","10.06","1166","703","463","4.87","5.19","68.83","73.959999999999994","-5.14","1710","7.15","631","2.64"
"2014","蘆洲區","8542","3728","4814","213","0","2221","...","201","118","151","1328","39","1","0","4140","126","4","9290","4217","5073","235","0","2130","...","235","125","159","1880","111","0","0","4405","6","4","5745","5745","1976","1003","973","9.9","904","541","363","4.53","5.37","71.58","75.33","-3.75","1350","6.76","538","2.7"
"2014","五股區","4296","1975","2321","88","0","625","...","76","57","82","710","7","1","0","2559","84","7","4101","1849","2252","96","0","687","...","89","40","66","869","47","0","0","2200","0","7","1702","1702","768","401","367","9.3699999999999992","452","286","166","5.51","3.85","73.150000000000006","70.77","2.38","528","6.44","225","2.74"
"2014","泰山區","3770","1687","2083","92","0","481","...","97","39","63","774","12","0","0","2158","54","0","3873","1794","2079","84","0","552","...","87","51","79","997","28","0","0","1994","1","0","1893","1893","926","491","435","11.85","392","231","161","5.0199999999999996","6.83","72.459999999999994","73.78","-1.32","540","6.91","182","2.33"
"2014","林口區","7587","3428","4159","273","0","1923","...","201","124","171","2466","32","0","0","2255","140","2","4848","2245","2603","247","0","1009","...","155","94","100","2060","54","0","0","1126","0","3","4147","4147","1192","626","566","12.43","394","233","161","4.1100000000000003","8.32","122.39","93.82","28.57","701","7.31","247","2.58"
"2014","深坑區","1191","534","657","41","0","590","...","28","6","16","142","6","0","0","340","22","0","1191","541","650","89","0","497","...","25","15","24","172","11","0","0","357","1","0","393","393","154","86","68","6.52","140","83","57","5.92","0.59","67.040000000000006","67.040000000000006","0","138","5.84","48","2.0299999999999998"
"2014","石碇區","450","211","239","4","0","108","...","13","1","3","61","0","0","0","253","7","0","380","177","203","5","0","83","...","14","3","3","52","3","0","0","217","0","0","36","36","46","25","21","5.86","100","58","42","12.73","-6.87","61.86","52.95","8.91","40","5.09","27","3.44"
"2014","坪林區","273","132","141","2","0","59","...","4","0","7","41","0","0","0","153","7","0","245","127","118","2","0","41","...","2","0","4","47","0","0","0","149","0","0","37","37","44","19","25","6.81","77","42","35","11.92","-5.1100000000000003","48.01","43.67","4.34","29","4.49","6","0.93"
"2014","三芝區","1099","534","565","44","0","226","...","20","12","24","130","5","0","0","624","14","0","1039","480","559","40","0","189","...","14","11","14","133","5","0","0","632","0","1","401","401","169","76","93","7.2","213","138","75","9.07","-1.87","63.91","61.35","2.56","124","5.28","42","1.79"
"2014","石門區","483","216","267","10","0","50","...","6","2","3","46","1","0","0","355","10","0","538","233","305","12","0","77","...","15","3","5","64","3","0","0","359","0","0","95","95","107","49","58","8.3800000000000008","113","63","50","8.85","-0.47","45.29","49.59","-4.3099999999999996","68","5.33","26","2.04"
"2014","八里區","2373","1068","1305","65","0","808","...","45","22","45","274","2","0","0","1072","39","1","1541","719","822","42","0","512","...","46","19","33","266","9","0","0","610","1","3","871","871","351","170","181","9.57","197","124","73","5.37","4.2","88.41","65.73","22.67","259","7.06","100","2.73"
"2014","平溪區","223","99","124","1","0","24","...","1","1","4","37","0","0","0","153","2","0","213","107","106","7","0","26","...","5","0","0","63","1","0","0","111","0","0","59","59","20","11","9","4.0199999999999996","78","53","25","15.67","-11.65","56.65","54.64","2.0099999999999998","23","4.62","6","1.21"
"2014","雙溪區","402","180","222","5","0","49","...","3","2","1","125","0","0","0","213","4","0","320","139","181","4","0","48","...","4","1","5","97","1","0","0","160","0","0","59","59","75","38","37","7.95","119","71","48","12.62","-4.67","48.88","40.19","8.69","48","5.09","10","1.06"
"2014","貢寮區","352","178","174","6","0","36","...","10","2","3","99","1","0","0","183","12","0","484","243","241","6","0","70","...","15","5","12","164","2","0","0","210","0","0","131","131","93","54","39","7.04","152","91","61","11.51","-4.47","36.56","46.55","-9.99","54","4.09","28","2.12"
"2014","金山區","691","301","390","16","0","116","...","15","6","14","226","3","0","0","276","18","1","734","352","382","32","0","110","...","20","10","11","223","1","0","0","326","0","1","417","417","218","114","104","9.73","167","96","71","7.46","2.2799999999999998","49.47","51.39","-1.92","102","4.55","48","2.14"
"2014","萬里區","1033","468","565","23","0","134","...","22","5","13","441","2","0","0","379","14","0","985","488","497","22","0","129","...","20","8","22","501","6","0","0","277","0","0","257","257","235","133","102","10.38","223","152","71","9.85","0.53","56.96","54.84","2.12","122","5.39","60","2.65"
"2014","烏來區","381","168","213","8","0","55","...","9","3","6","80","1","0","0","215","4","0","289","123","166","15","0","62","...","7","2","3","70","0","0","0","130","0","0","139","139","86","47","39","14.1","49","29","20","8.0299999999999994","6.07","85.24","70.16","15.08","46","7.54","17","2.79"
"2015","新北市","164552","73588","90964","8033","0","45101","9685","4006","2469","3631","21454","1033","4","0","65141","3960","35","174864","79226","95638","10366","0","38517","24899","5479","2480","3562","21652","2641","0","0","65141","49","78","120759","120759","36313","18739","17574","9.15","22175","13485","8690","5.59","3.56","71.89","74.489999999999995","-2.6","27828","7.01","9686","2.44"
"2015","板橋區","18620","8122","10498","916","0","4389","935","507","334","441","2738","134","0","0","7719","500","7","22600","10067","12533","1245","0","4207","3073","747","366","502","2762","254","0","0","9422","8","14","18165","18165","5323","2694","2629","9.59","3021","1871","1150","5.44","4.1500000000000004","66.27","73.44","-7.17","3998","7.2","1260","2.27"
"2015","三重區","13812","6095","7717","505","0","5031","670","363","209","306","1873","57","0","0","4450","347","1","15859","7188","8671","664","0","4629","1682","543","228","315","1835","143","0","0","5811","4","5","13047","13047","3414","1810","1604","8.7799999999999994","2245","1372","873","5.77","3.01","69.069999999999993","74.33","-5.26","2821","7.25","925","2.38"
"2015","中和區","18145","8086","10059","1311","0","3993","678","407","263","422","1931","206","0","0","8428","503","3","20421","9323","11098","1720","0","3945","2020","668","313","379","2025","598","0","0","8743","3","7","9953","9953","3786","1972","1814","9.1300000000000008","2432","1446","986","5.86","3.26","67.739999999999995","73.23","-5.49","3077","7.42","978","2.36"
"2015","永和區","10227","4511","5716","905","0","2672","311","246","146","205","1002","100","0","0","4373","265","2","12439","5628","6811","1098","0","2774","946","371","129","209","1048","280","0","0","5575","4","5","4872","4872","1717","843","874","7.59","1363","788","575","6.02","1.56","66.709999999999994","76.48","-9.77","1447","6.39","478","2.11"
"2015","新莊區","14952","6543","8409","483","0","2966","1107","364","279","342","2455","75","2","0","6500","378","1","15748","7127","8621","647","0","2427","3222","543","266","321","2245","194","0","0","5873","4","6","14638","14638","4137","2145","1992","10.029999999999999","1809","1096","713","4.3899999999999997","5.64","71.739999999999995","73.67","-1.93","3082","7.47","1033","2.5"
"2015","新店區","13711","6232","7479","1263","0","5827","537","327","184","316","1374","92","1","0","3442","342","6","13648","6263","7385","1490","0","4914","1235","464","216","299","1405","253","0","0","3357","9","6","8853","8853","2290","1175","1115","7.63","1816","1101","715","6.05","1.58","75.209999999999994","75","0.21","2063","6.88","699","2.33"
"2015","樹林區","7512","3346","4166","233","0","968","623","152","103","136","1040","33","0","0","4020","203","1","8424","3820","4604","393","0","801","1762","236","115","171","1124","82","0","0","3733","2","5","5085","5085","1904","967","937","10.34","910","559","351","4.9400000000000004","5.4","68.38","73.34","-4.95","1266","6.87","498","2.7"
"2015","鶯歌區","3249","1474","1775","77","0","300","920","76","52","74","476","34","0","0","1166","74","0","4693","2053","2640","113","0","281","2667","99","32","77","513","83","0","0","827","1","0","3025","3025","865","451","414","9.77","531","331","200","6","3.77","70.88","87.19","-16.309999999999999","692","7.82","236","2.67"
"2015","三峽區","5440","2463","2977","159","0","763","430","148","88","120","616","41","0","0","2945","130","0","4730","2136","2594","194","0","510","1085","164","76","114","661","60","0","0","1865","0","1","3962","3962","1126","578","548","10.039999999999999","716","484","232","6.38","3.66","83.84","77.5","6.33","740","6.6","352","3.14"
"2015","淡水區","9315","4178","5137","508","0","4162","307","265","155","263","884","29","0","0","2565","176","1","6600","2959","3641","618","0","2638","508","210","92","162","693","65","0","0","1604","4","6","7119","7119","1423","704","719","8.86","870","504","366","5.42","3.44","102.34","85.43","16.91","1085","6.76","349","2.17"
"2015","汐止區","9890","4462","5428","485","0","5549","278","251","130","208","1474","35","0","0","1305","171","4","9451","4413","5038","557","0","4303","718","284","134","220","1611","83","0","0","1532","1","8","6158","6158","1594","815","779","8.15","1145","683","462","5.85","2.2999999999999998","82.05","79.81","2.2400000000000002","1249","6.39","541","2.77"
"2015","瑞芳區","1368","669","699","20","0","140","73","34","11","36","665","10","0","0","349","29","1","1597","737","860","35","0","193","164","62","17","30","733","10","0","0","353","0","0","920","920","330","165","165","8.02","440","248","192","10.69","-2.67","55.61","61.17","-5.57","239","5.81","107","2.6"
"2015","土城區","8553","3799","4754","289","0","1281","459","192","122","200","1249","86","0","0","4441","231","3","10191","4690","5501","452","0","1324","1454","287","145","198","1358","267","0","0","4701","2","3","6874","6874","2275","1197","1078","9.52","1204","744","460","5.04","4.4800000000000004","64.55","71.41","-6.85","1739","7.28","642","2.69"
"2015","蘆洲區","7757","3533","4224","191","0","2114","315","174","117","139","924","42","0","0","3596","145","0","8370","3752","4618","315","0","1917","863","249","125","151","940","90","0","0","3716","3","1","5955","5955","1804","977","827","9.02","846","514","332","4.2300000000000004","4.79","68.59","71.650000000000006","-3.07","1426","7.13","515","2.58"
"2015","五股區","3998","1831","2167","106","0","613","172","78","42","71","426","10","0","0","2396","83","1","3677","1690","1987","127","0","576","432","88","28","65","421","45","0","0","1894","0","1","2057","2057","785","423","362","9.5","438","255","183","5.3","4.2","73.31","69.430000000000007","3.89","540","6.54","232","2.81"
"2015","泰山區","3448","1523","1925","96","0","448","185","92","63","64","425","11","0","0","1981","81","2","3581","1592","1989","97","0","447","540","108","39","78","492","39","0","0","1737","1","3","1986","1986","824","412","412","10.49","354","223","131","4.51","5.98","69.19","70.88","-1.69","518","6.6","170","2.16"
"2015","林口區","6755","3107","3648","296","0","1841","1340","182","103","161","747","15","0","0","1913","155","2","4869","2177","2692","273","0","896","1745","157","87","127","513","38","0","0","1028","1","4","4274","4274","1217","631","586","12.29","398","251","147","4.0199999999999996","8.27","111.41","92.36","19.05","779","7.87","249","2.52"
"2015","深坑區","1121","497","624","39","0","589","28","22","9","19","84","6","0","0","306","19","0","1184","538","646","111","0","466","100","18","11","18","124","9","0","0","325","1","1","505","505","163","79","84","6.9","142","88","54","6.01","0.89","68.849999999999994","71.52","-2.67","156","6.61","57","2.41"
"2015","石碇區","334","172","162","4","0","96","9","4","11","4","24","2","0","0","176","4","0","303","139","164","7","0","84","27","8","5","4","21","2","0","0","145","0","0","85","85","53","31","22","6.74","93","57","36","11.83","-5.09","53.31","49.37","3.94","34","4.33","16","2.04"
"2015","坪林區","279","147","132","4","0","70","8","6","2","4","21","0","0","0","162","2","0","213","101","112","3","0","55","25","7","1","4","19","0","0","0","99","0","0","81","81","41","19","22","6.33","72","50","22","11.12","-4.79","55.62","45.42","10.199999999999999","26","4.0199999999999996","7","1.08"
"2015","三芝區","1062","488","574","33","0","205","37","16","9","19","84","6","1","0","634","18","0","1034","434","600","49","0","158","72","21","17","21","82","6","0","0","608","0","0","349","349","174","87","87","7.41","195","128","67","8.3000000000000007","-0.89","60.08","58.89","1.19","112","4.7699999999999996","39","1.66"
"2015","石門區","463","198","265","10","0","45","20","7","1","8","40","0","0","0","324","8","0","560","261","299","8","0","66","34","3","1","14","50","4","0","0","380","0","0","102","102","105","53","52","8.2799999999999994","100","67","33","7.88","0.39","44.53","52.18","-7.65","61","4.8099999999999996","25","1.97"
"2015","八里區","1996","910","1086","45","0","720","101","33","16","35","187","2","0","0","813","44","0","1635","748","887","63","0","512","171","43","18","39","159","15","0","0","614","0","1","1143","1143","337","171","166","9","207","132","75","5.53","3.47","83.86","74.209999999999994","9.64","278","7.43","102","2.72"
"2015","平溪區","165","94","71","1","0","22","11","8","1","3","24","0","0","0","91","4","0","191","87","104","2","0","35","14","6","0","1","28","1","0","0","104","0","0","48","48","25","7","18","5.09","79","49","30","16.079999999999998","-10.99","43.35","48.64","-5.29","15","3.05","9","1.83"
"2015","雙溪區","285","138","147","5","0","36","9","4","2","4","70","1","0","0","149","5","0","414","183","231","9","0","38","82","11","0","6","98","3","0","0","167","0","0","91","91","70","42","28","7.49","146","75","71","15.62","-8.1300000000000008","40.22","54.03","-13.8","39","4.17","28","3"
"2015","貢寮區","320","137","183","6","0","27","28","9","2","6","77","1","0","0","148","16","0","484","237","247","8","0","43","48","19","4","7","128","9","0","0","218","0","0","178","178","78","41","37","6.01","169","99","70","13.01","-7.01","38.340000000000003","50.97","-12.63","54","4.16","28","2.16"
"2015","金山區","607","262","345","17","0","92","25","17","9","13","150","1","0","0","272","11","0","719","332","387","27","0","117","100","33","9","9","157","1","0","0","265","1","0","545","545","165","104","61","7.39","193","109","84","8.64","-1.25","51.59","56.61","-5.0199999999999996","133","5.96","46","2.06"
"2015","萬里區","899","456","443","22","0","114","45","16","6","7","363","4","0","0","307","15","0","934","423","511","33","0","111","84","24","5","18","373","7","0","0","279","0","0","453","453","205","101","104","9.0500000000000007","206","139","67","9.09","-0.04","59.66","61.21","-1.54","114","5.03","48","2.12"
